blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,End_Text.started,End_Text.stopped,fixation.started,fixation.stopped,fixation_end.keys,fixation_end.rt,fixation_end.started,fixation_end.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
block5.xlsx,129.3,7.5,6.8,5 x 4,20,8,4 x 5 = 20,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,167.8592631499996,None,168.35903066299943,None,170.35945233500024,None,171.10922262299937,None,171.35937590699905,None,171.35937590699905,None,d,0,0.5909286239984795,171.35937590699905,None,171.9754724509985,None,171.9754724509985,None,d,0.60692074,171.9754724509985,None,172.6090865340011,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,143.6,7.5,5.5,6 x 5,30,14,5 x 6 = 30,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,179.4087743300006,None,179.9093697499993,None,181.90919539400056,None,182.65919910400044,None,182.90888175600048,None,182.90888175600048,None,d,0,0.569393352,182.90888175600048,None,183.50782789200093,None,183.50782789200093,None,d,0.1864338539999153,183.50782789200093,None,183.72663372999887,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,156.6,7.5,6,3 x 7,24,11,7 x 3 = 24,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,189.22606521299895,None,189.7430566260009,None,191.74303312499978,None,192.49296145900007,None,192.74349588300174,None,192.74349588300174,None,a,0,0.7667867880008998,192.74349588300174,None,193.54287006400045,None,193.54287006400045,None,d,0.25549442599731265,193.54287006400045,None,193.82568016200094,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,170.1,7.5,7.1,5 x 7,40,17,7 x 5 = 40,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,199.8259404929995,None,200.32576659400002,None,202.3260738200006,None,203.07611481200001,None,203.32595275800122,None,203.32595275800122,None,a,0,0.6083654670001124,203.32595275800122,None,203.95879760800017,None,203.95879760800017,None,d,0.19952403100251104,203.95879760800017,None,204.17552860200158,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,184.7,7.5,5.3,4 x 6,28,10,6 x 4 = 28,small-sized_high-interference,small-sized,high-interference,12,IncorrectRESP,d,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,211.2760318110013,None,211.77580234700145,None,213.7903343830003,None,214.5407871089992,None,214.79012373099977,None,214.79012373099977,None,a,0,0.5840780930011533,214.79012373099977,None,215.3908329500009,None,215.3908329500009,None,d,0.2874887280013354,215.3908329500009,None,215.70755560500038,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,197.5,7.5,4.2,2 x 7,14,1,7 x 2 = 14,small-sized_low-interference,small-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,221.00877570800003,None,221.50983313699908,None,223.52463838499898,None,224.2596050780012,None,224.51013275800142,None,224.51013275800142,None,d,0,0.6161381359997904,224.51013275800142,None,225.1419560300019,None,225.1419560300019,None,d,0.43232604199874913,225.1419560300019,None,225.59265528800097,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,209.2,7.5,7.2,9 x 4,36,20,4 x 9 = 36,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,229.79228338800021,None,230.29442226500032,None,232.30952542500017,None,233.05966168699888,None,233.30994049199944,None,233.30994049199944,None,a,1,0.7123319699967396,233.30994049199944,None,234.04594567700042,None,234.04594567700042,None,a,1.1044322960005957,234.04594567700042,None,235.1759177310014,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,223.9,7.5,4.3,4 x 4,20,4,4 x 4 = 20,small-sized_low-interference,small-sized,low-interference,5,IncorrectRESP,d,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,242.37594510100098,None,242.87590714600083,None,244.87597530199855,None,245.62592011800007,None,245.8760198580021,None,245.8760198580021,None,a,0,0.7143973089987412,245.8760198580021,None,246.60876442199879,None,246.60876442199879,None,d,0.7336681950000639,246.60876442199879,None,247.35881646399866,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,235.7,7.5,9.9,6 x 7,48,23,7 x 6 = 48,large-sized_high-interference,large-sized,high-interference,22,IncorrectRESP,d,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,251.65870264299883,None,252.15967652000109,None,254.1591454929985,None,254.90937807299997,None,255.15881530499973,None,255.15881530499973,None,a,0,0.5755402879985922,255.15881530499973,None,255.75885947500137,None,255.75885947500137,None,d,0.32749420199979795,255.75885947500137,None,256.1088455390018,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,253.1,7.5,3.1,9 x 2,18,2,2 x 9 = 18,small-sized_low-interference,small-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,266.00884347100146,None,266.51054662599927,None,268.50874640799884,None,269.25933194699974,None,269.5091149020009,None,269.5091149020009,None,d,0,0.8652432740018412,269.5091149020009,None,270.3919316229985,None,270.3919316229985,None,d,0.4304685810020601,270.3919316229985,None,270.842112,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,263.7,7.5,4.6,5 x 9,40,15,9 x 5 = 40,large-sized_low-interference,large-sized,low-interference,6,IncorrectRESP,d,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,273.94272719700166,None,274.44275072800156,None,276.4426050809998,None,277.19258648699906,None,277.44260198399934,None,277.44260198399934,None,a,0,0.6676838780003891,277.44260198399934,None,278.1413572269994,None,278.1413572269994,None,d,0.5688762620011403,278.1413572269994,None,278.7426549,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,275.8,7.5,3.9,7 x 8,63,22,8 x 7 = 63,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,283.3426194700005,None,283.8425949750017,None,285.8425099240012,None,286.5925898200003,None,286.8428931720009,None,286.8428931720009,None,a,0,0.8353673620003974,286.8428931720009,None,287.7094868839995,None,287.7094868839995,None,a,0.6248832509991189,287.7094868839995,None,288.35886874399876,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,287.2,7.5,7.4,4 x 3,15,9,3 x 4 = 15,small-sized_high-interference,small-sized,high-interference,10,IncorrectRESP,d,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,292.2593280959991,None,292.7595997460012,None,294.7594479110012,None,295.50673289100087,None,295.7510438249992,None,295.7510438249992,None,a,0,0.6233258339998429,295.7510438249992,None,296.3915548629993,None,296.3915548629993,None,d,0.2546845159995428,296.3915548629993,None,296.6764528329986,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,302.1,7.5,7.1,4 x 8,32,24,8 x 4 = 32,large-sized_high-interference,large-sized,high-interference,25,CorrectRESP,a,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,304.0763018510006,None,304.5759277290017,None,306.5761915229996,None,307.3260072209996,None,307.57542842600014,None,307.57542842600014,None,d,0,0.5428761959992698,307.57542842600014,None,308.14225872799943,None,308.14225872799943,None,d,0.18399465200127452,308.14225872799943,None,308.35896697499993,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,316.7,7.5,10.8,6 x 6,36,13,6 x 6 = 36,large-sized_low-interference,large-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,315.4592425840019,None,315.9590065759985,None,317.9591017,None,318.7091031989985,None,318.95914798599915,None,318.95914798599915,None,d,0,0.5031144739987212,318.95914798599915,None,319.4925552370005,None,319.4925552370005,None,d,0.18570654300128808,319.4925552370005,None,319.7092708470009,None,,,,,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.5127987980013,None,330.5127987980013,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.5281587030004,None,331.5281587030004,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.5279282299998,None,332.5279282299998,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.5404554859997,None,333.5404554859997,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.52793698299865,None,334.52793698299865,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.5285952919985,None,335.5285952919985,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.52757885400206,None,336.52757885400206,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.52829456499967,None,337.52829456499967,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.52652274199863,None,338.52652274199863,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.5272600919998,None,339.5272600919998,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.52584074100014,None,340.52584074100014,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.52595478500007,None,341.52595478500007,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.52690844899917,None,342.52690844899917,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5266904130003,None,343.5266904130003,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.5267504,None,344.5267504,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.5281148409995,None,345.5281148409995,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.5279575,None,346.5279575,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.52606720399854,None,347.52606720399854,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.52577898600066,None,348.52577898600066,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.5268285940001,None,349.5268285940001,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.52732,None,350.52732,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.5260178179997,None,351.5260178179997,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5260167500019,None,352.5260167500019,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.5258903799986,None,353.5258903799986,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5260399379986,None,354.5260399379986,None,,,,,,,,,sub-18,30/07/2001,1: Male,14/10/2023,002,1: right,2023_Oct_14_1735,[FINAL]_fmri_multiplication,2021.2.3,60.04622598751384
